DISTRICTNAME,UNITNAME,Year,TotalAccidents
Udupi,Hiriadka PS,2023,31
Udupi,Kapu PS,2016,51
Udupi,Kapu PS,2017,75
Udupi,Kapu PS,2018,83
Udupi,Kapu PS,2019,86
Udupi,Kapu PS,2020,64
Udupi,Kapu PS,2021,62
Udupi,Kapu PS,2022,70
Udupi,Kapu PS,2023,93
Udupi,Karkala Rural PS,2016,65
Udupi,Karkala Rural PS,2017,71
Udupi,Karkala Rural PS,2018,60
Udupi,Karkala Rural PS,2019,70
Udupi,Karkala Rural PS,2020,65
Udupi,Karkala Rural PS,2021,58
Udupi,Karkala Rural PS,2022,78
Udupi,Karkala Rural PS,2023,75
Udupi,Karkala Town PS,2016,65
Udupi,Karkala Town PS,2017,57
Udupi,Karkala Town PS,2018,76
Udupi,Karkala Town PS,2019,57
Udupi,Karkala Town PS,2020,41
Udupi,Karkala Town PS,2021,59
Udupi,Karkala Town PS,2022,75
Udupi,Karkala Town PS,2023,61
Udupi,Kollur PS,2016,48
Udupi,Kollur PS,2017,31
Udupi,Kollur PS,2018,33
Udupi,Kollur PS,2019,32
Udupi,Kollur PS,2020,34
Udupi,Kollur PS,2021,30
Udupi,Kollur PS,2022,35
Udupi,Kollur PS,2023,25
Udupi,Kota PS,2016,126
Udupi,Kota PS,2017,130
Udupi,Kota PS,2018,135
Udupi,Kota PS,2019,116
Udupi,Kota PS,2020,98
Udupi,Kota PS,2021,100
Udupi,Kota PS,2022,117
Udupi,Kota PS,2023,90
Udupi,Kundapura Traffic PS,2016,174
Udupi,Kundapura Traffic PS,2017,156
Udupi,Kundapura Traffic PS,2018,176
Udupi,Kundapura Traffic PS,2019,147
Udupi,Kundapura Traffic PS,2020,110
Udupi,Kundapura Traffic PS,2021,109
Udupi,Kundapura Traffic PS,2022,135
Udupi,Kundapura Traffic PS,2023,173
Udupi,Malpe PS,2016,18
Udupi,Malpe PS,2017,25
Udupi,Malpe PS,2018,27
Udupi,Malpe PS,2019,21
Udupi,Malpe PS,2020,22
Udupi,Malpe PS,2021,28
Udupi,Malpe PS,2022,25
Udupi,Malpe PS,2023,24
Udupi,Manipal PS,2016,75
Udupi,Manipal PS,2017,55
Udupi,Manipal PS,2018,45
Udupi,Manipal PS,2019,46
Udupi,Manipal PS,2020,40
Udupi,Manipal PS,2021,52
Udupi,Manipal PS,2022,64
Udupi,Manipal PS,2023,56
Udupi,Padubidri PS,2016,54
Udupi,Padubidri PS,2017,71
Udupi,Padubidri PS,2018,49
Udupi,Padubidri PS,2019,42
Udupi,Padubidri PS,2020,49
Udupi,Padubidri PS,2021,54
Udupi,Padubidri PS,2022,79
Udupi,Padubidri PS,2023,66
Udupi,Shankaranarayana PS,2016,65
Udupi,Shankaranarayana PS,2017,54
Udupi,Shankaranarayana PS,2018,61
Udupi,Shankaranarayana PS,2019,56
Udupi,Shankaranarayana PS,2020,48
Udupi,Shankaranarayana PS,2021,32
Udupi,Shankaranarayana PS,2022,52
Udupi,Shankaranarayana PS,2023,46
Udupi,Shirva PS,2016,18
Udupi,Shirva PS,2017,30
Udupi,Shirva PS,2018,23
Udupi,Shirva PS,2019,41
Udupi,Shirva PS,2020,24
Udupi,Shirva PS,2021,29
Udupi,Shirva PS,2022,36
Udupi,Shirva PS,2023,29
Udupi,Udupi Traffic PS,2016,155
Udupi,Udupi Traffic PS,2017,156
Udupi,Udupi Traffic PS,2018,125
Udupi,Udupi Traffic PS,2019,154
Udupi,Udupi Traffic PS,2020,97
Udupi,Udupi Traffic PS,2021,93
Udupi,Udupi Traffic PS,2022,110
Udupi,Udupi Traffic PS,2023,119
Uttara Kannada,Ambikanagar  PS,2016,1
Uttara Kannada,Ambikanagar  PS,2017,2
Uttara Kannada,Ambikanagar  PS,2018,1
Uttara Kannada,Ambikanagar  PS,2021,3
Uttara Kannada,Ambikanagar  PS,2022,2
Uttara Kannada,Ambikanagar  PS,2023,5
Uttara Kannada,Ankola PS,2016,111
Uttara Kannada,Ankola PS,2017,81
Uttara Kannada,Ankola PS,2018,103
Uttara Kannada,Ankola PS,2019,107
Uttara Kannada,Ankola PS,2020,81
Uttara Kannada,Ankola PS,2021,93
Uttara Kannada,Ankola PS,2022,77
Uttara Kannada,Ankola PS,2023,100
Uttara Kannada,Banavasi PS,2016,22
Uttara Kannada,Banavasi PS,2017,29
Uttara Kannada,Banavasi PS,2018,21
Uttara Kannada,Banavasi PS,2019,22
Uttara Kannada,Banavasi PS,2020,18
Uttara Kannada,Banavasi PS,2021,37
Uttara Kannada,Banavasi PS,2022,35
Uttara Kannada,Banavasi PS,2023,40
Uttara Kannada,Bhatkal Rural PS,2016,48
Uttara Kannada,Bhatkal Rural PS,2017,36
Uttara Kannada,Bhatkal Rural PS,2018,39
Uttara Kannada,Bhatkal Rural PS,2019,45
Uttara Kannada,Bhatkal Rural PS,2020,24
Uttara Kannada,Bhatkal Rural PS,2021,50
Uttara Kannada,Bhatkal Rural PS,2022,41
Uttara Kannada,Bhatkal Rural PS,2023,36
Uttara Kannada,Bhatkal Town PS,2016,68
Uttara Kannada,Bhatkal Town PS,2017,56
Uttara Kannada,Bhatkal Town PS,2018,64
Uttara Kannada,Bhatkal Town PS,2019,51
Uttara Kannada,Bhatkal Town PS,2020,41
Uttara Kannada,Bhatkal Town PS,2021,45
Uttara Kannada,Bhatkal Town PS,2022,51
Uttara Kannada,Bhatkal Town PS,2023,33
Uttara Kannada,Chittakula PS,2016,43
Uttara Kannada,Chittakula PS,2017,22
Uttara Kannada,Chittakula PS,2018,23
Uttara Kannada,Chittakula PS,2019,29
Uttara Kannada,Chittakula PS,2020,12
Uttara Kannada,Chittakula PS,2021,16
Uttara Kannada,Chittakula PS,2022,23
Uttara Kannada,Chittakula PS,2023,16
Uttara Kannada,Dandeli Rural PS,2016,34
Uttara Kannada,Dandeli Rural PS,2017,23
Uttara Kannada,Dandeli Rural PS,2018,46
Uttara Kannada,Dandeli Rural PS,2019,33
Uttara Kannada,Dandeli Rural PS,2020,25
Uttara Kannada,Dandeli Rural PS,2021,32
Uttara Kannada,Dandeli Rural PS,2022,22
Uttara Kannada,Dandeli Rural PS,2023,20
Uttara Kannada,Dandeli Town PS,2016,24
Uttara Kannada,Dandeli Town PS,2017,23
Uttara Kannada,Dandeli Town PS,2018,18
Uttara Kannada,Dandeli Town PS,2019,21
Uttara Kannada,Dandeli Town PS,2020,15
Uttara Kannada,Dandeli Town PS,2021,7
Uttara Kannada,Dandeli Town PS,2022,19
Uttara Kannada,Dandeli Town PS,2023,13
Uttara Kannada,Gokarna PS,2016,35
Uttara Kannada,Gokarna PS,2017,32
Uttara Kannada,Gokarna PS,2018,18
Uttara Kannada,Gokarna PS,2019,27
Uttara Kannada,Gokarna PS,2020,23
Uttara Kannada,Gokarna PS,2021,19
Uttara Kannada,Gokarna PS,2022,21
Uttara Kannada,Gokarna PS,2023,32
Uttara Kannada,Haliyal PS,2016,40
Uttara Kannada,Haliyal PS,2017,55
Uttara Kannada,Haliyal PS,2018,53
Uttara Kannada,Haliyal PS,2019,48
Uttara Kannada,Haliyal PS,2020,28
Uttara Kannada,Haliyal PS,2021,43
Uttara Kannada,Haliyal PS,2022,43
Uttara Kannada,Haliyal PS,2023,28
Uttara Kannada,Honnavara PS,2016,151
Uttara Kannada,Honnavara PS,2017,109
Uttara Kannada,Honnavara PS,2018,92
Uttara Kannada,Honnavara PS,2019,104
Uttara Kannada,Honnavara PS,2020,71
Uttara Kannada,Honnavara PS,2021,100
Uttara Kannada,Honnavara PS,2022,132
Uttara Kannada,Honnavara PS,2023,76
Uttara Kannada,Joida PS,2016,11
Uttara Kannada,Joida PS,2017,8
Uttara Kannada,Joida PS,2018,8
Uttara Kannada,Joida PS,2019,20
Uttara Kannada,Joida PS,2020,10
Uttara Kannada,Joida PS,2021,10
Uttara Kannada,Joida PS,2022,7
Uttara Kannada,Joida PS,2023,12
Uttara Kannada,Kadra PS,2016,6
Uttara Kannada,Kadra PS,2017,15
Uttara Kannada,Kadra PS,2018,6
Uttara Kannada,Kadra PS,2019,8
Uttara Kannada,Kadra PS,2020,3
Uttara Kannada,Kadra PS,2021,7
Uttara Kannada,Kadra PS,2022,8
Uttara Kannada,Kadra PS,2023,3
Uttara Kannada,Karwar Rural PS,2016,29
Uttara Kannada,Karwar Rural PS,2017,27
Uttara Kannada,Karwar Rural PS,2018,21
Uttara Kannada,Karwar Rural PS,2019,29
Uttara Kannada,Karwar Rural PS,2020,15
Uttara Kannada,Karwar Rural PS,2021,13
Uttara Kannada,Karwar Rural PS,2022,20
Uttara Kannada,Karwar Rural PS,2023,28
Uttara Kannada,Karwar Traffic PS,2016,81
Uttara Kannada,Karwar Traffic PS,2017,68
Uttara Kannada,Karwar Traffic PS,2018,54
Uttara Kannada,Karwar Traffic PS,2019,66
Uttara Kannada,Karwar Traffic PS,2020,47
Uttara Kannada,Karwar Traffic PS,2021,33
Uttara Kannada,Karwar Traffic PS,2022,53
Uttara Kannada,Karwar Traffic PS,2023,63
Uttara Kannada,Kumta PS,2016,114
Uttara Kannada,Kumta PS,2017,120
Uttara Kannada,Kumta PS,2018,109
Uttara Kannada,Kumta PS,2019,96
Uttara Kannada,Kumta PS,2020,67
Uttara Kannada,Kumta PS,2021,81
Uttara Kannada,Kumta PS,2022,78
Uttara Kannada,Kumta PS,2023,77
Uttara Kannada,Mallapura PS,2016,5
Uttara Kannada,Mallapura PS,2017,8
Uttara Kannada,Mallapura PS,2018,5
Uttara Kannada,Mallapura PS,2019,6
Uttara Kannada,Mallapura PS,2020,1
Uttara Kannada,Mallapura PS,2021,7
Uttara Kannada,Mallapura PS,2022,5
Uttara Kannada,Mallapura PS,2023,6
Uttara Kannada,Manki PS,2016,49
Uttara Kannada,Manki PS,2017,38
Uttara Kannada,Manki PS,2018,38
Uttara Kannada,Manki PS,2019,33
Uttara Kannada,Manki PS,2020,44
Uttara Kannada,Manki PS,2021,40
Uttara Kannada,Manki PS,2022,37
Uttara Kannada,Manki PS,2023,37
Uttara Kannada,Mundgod PS,2016,48
Uttara Kannada,Mundgod PS,2017,47
Uttara Kannada,Mundgod PS,2018,48
Uttara Kannada,Mundgod PS,2019,53
Uttara Kannada,Mundgod PS,2020,40
Uttara Kannada,Mundgod PS,2021,29
Uttara Kannada,Mundgod PS,2022,47
Uttara Kannada,Mundgod PS,2023,33
Uttara Kannada,Murudeshwar PS,2016,50
Uttara Kannada,Murudeshwar PS,2017,60
Uttara Kannada,Murudeshwar PS,2018,56
Uttara Kannada,Murudeshwar PS,2019,56
Uttara Kannada,Murudeshwar PS,2020,32
Uttara Kannada,Murudeshwar PS,2021,37
Uttara Kannada,Murudeshwar PS,2022,49
Uttara Kannada,Murudeshwar PS,2023,38
Uttara Kannada,Ramanagar PS,2016,41
Uttara Kannada,Ramanagar PS,2017,44
Uttara Kannada,Ramanagar PS,2018,35
Uttara Kannada,Ramanagar PS,2019,13
Uttara Kannada,Ramanagar PS,2020,22
Uttara Kannada,Ramanagar PS,2021,25
Uttara Kannada,Ramanagar PS,2022,24
Uttara Kannada,Ramanagar PS,2023,33
Uttara Kannada,Siddapura PS,2016,55
Uttara Kannada,Siddapura PS,2017,65
Uttara Kannada,Siddapura PS,2018,50
Uttara Kannada,Siddapura PS,2019,52
Uttara Kannada,Siddapura PS,2020,43
Uttara Kannada,Siddapura PS,2021,24
Uttara Kannada,Siddapura PS,2022,38
Uttara Kannada,Siddapura PS,2023,46
Uttara Kannada,Sirsi New Market PS,2016,30
Uttara Kannada,Sirsi New Market PS,2017,25
Uttara Kannada,Sirsi New Market PS,2018,23
Uttara Kannada,Sirsi New Market PS,2019,20
Uttara Kannada,Sirsi New Market PS,2020,34
Uttara Kannada,Sirsi New Market PS,2021,12
Uttara Kannada,Sirsi New Market PS,2022,23
Uttara Kannada,Sirsi New Market PS,2023,29
Uttara Kannada,Sirsi Rural PS,2016,64
Uttara Kannada,Sirsi Rural PS,2017,61
Uttara Kannada,Sirsi Rural PS,2018,82
Uttara Kannada,Sirsi Rural PS,2019,66
Uttara Kannada,Sirsi Rural PS,2020,68
Uttara Kannada,Sirsi Rural PS,2021,44
Uttara Kannada,Sirsi Rural PS,2022,48
Uttara Kannada,Sirsi Rural PS,2023,51
Uttara Kannada,Sirsi Town PS,2016,14
Uttara Kannada,Sirsi Town PS,2017,19
Uttara Kannada,Sirsi Town PS,2018,22
Uttara Kannada,Sirsi Town PS,2019,15
Uttara Kannada,Sirsi Town PS,2020,12
Uttara Kannada,Sirsi Town PS,2021,15
Uttara Kannada,Sirsi Town PS,2022,13
Uttara Kannada,Sirsi Town PS,2023,10
Uttara Kannada,Yellapura PS,2016,148
Uttara Kannada,Yellapura PS,2017,134
Uttara Kannada,Yellapura PS,2018,115
Uttara Kannada,Yellapura PS,2019,96
Uttara Kannada,Yellapura PS,2020,93
Uttara Kannada,Yellapura PS,2021,104
Uttara Kannada,Yellapura PS,2022,120
Uttara Kannada,Yellapura PS,2023,116
Vijayanagara,Arasikere PS,2016,31
Vijayanagara,Arasikere PS,2017,27
Vijayanagara,Arasikere PS,2018,37
Vijayanagara,Arasikere PS,2019,26
Vijayanagara,Arasikere PS,2020,21
Vijayanagara,Arasikere PS,2021,25
Vijayanagara,Arasikere PS,2022,31
Vijayanagara,Arasikere PS,2023,19
Vijayanagara,Chigateri PS,2016,10
Vijayanagara,Chigateri PS,2017,3
Vijayanagara,Chigateri PS,2018,5
Vijayanagara,Chigateri PS,2019,6
Vijayanagara,Chigateri PS,2020,9
Vijayanagara,Chigateri PS,2021,6
Vijayanagara,Chigateri PS,2022,6
Vijayanagara,Chigateri PS,2023,7
Vijayanagara,Gudekote PS,2016,28
Vijayanagara,Gudekote PS,2017,22
Vijayanagara,Gudekote PS,2018,26
Vijayanagara,Gudekote PS,2019,23
Vijayanagara,Gudekote PS,2020,18
Vijayanagara,Gudekote PS,2021,23
Vijayanagara,Gudekote PS,2022,9
Vijayanagara,Gudekote PS,2023,20
Vijayanagara,Hadagali PS,2016,13
Vijayanagara,Hadagali PS,2017,20
Vijayanagara,Hadagali PS,2018,26
Vijayanagara,Hadagali PS,2019,30
Vijayanagara,Hadagali PS,2020,26
Vijayanagara,Hadagali PS,2021,34
Vijayanagara,Hadagali PS,2022,30
Vijayanagara,Hadagali PS,2023,23
Vijayanagara,Hagaribommanahalli PS,2016,23
Vijayanagara,Hagaribommanahalli PS,2017,20
Vijayanagara,Hagaribommanahalli PS,2018,28
Vijayanagara,Hagaribommanahalli PS,2019,31
Vijayanagara,Hagaribommanahalli PS,2020,30
Vijayanagara,Hagaribommanahalli PS,2021,34
Vijayanagara,Hagaribommanahalli PS,2022,31
Vijayanagara,Hagaribommanahalli PS,2023,30
Vijayanagara,Halavagilu PS,2016,20
Vijayanagara,Halavagilu PS,2017,30
Vijayanagara,Halavagilu PS,2018,21
Vijayanagara,Halavagilu PS,2019,20
Vijayanagara,Halavagilu PS,2020,26
Vijayanagara,Halavagilu PS,2021,20
Vijayanagara,Halavagilu PS,2022,20
Vijayanagara,Halavagilu PS,2023,18
Vijayanagara,Hampi Traffic PS,2016,4
Vijayanagara,Hampi Traffic PS,2017,10
Vijayanagara,Hampi Traffic PS,2018,17
Vijayanagara,Hampi Traffic PS,2019,10
Vijayanagara,Hampi Traffic PS,2020,5
Vijayanagara,Hampi Traffic PS,2021,13
Vijayanagara,Hampi Traffic PS,2022,15
Vijayanagara,Hampi Traffic PS,2023,16
Vijayanagara,Harapanahalli PS,2016,56
Vijayanagara,Harapanahalli PS,2017,56
Vijayanagara,Harapanahalli PS,2018,64
Vijayanagara,Harapanahalli PS,2019,45
Vijayanagara,Harapanahalli PS,2020,38
Vijayanagara,Harapanahalli PS,2021,47
Vijayanagara,Harapanahalli PS,2022,47
Vijayanagara,Harapanahalli PS,2023,63
Vijayanagara,Hirehadagali PS,2016,16
Vijayanagara,Hirehadagali PS,2017,10
Vijayanagara,Hirehadagali PS,2018,16
Vijayanagara,Hirehadagali PS,2019,24
Vijayanagara,Hirehadagali PS,2020,13
Vijayanagara,Hirehadagali PS,2021,12
Vijayanagara,Hirehadagali PS,2022,27
Vijayanagara,Hirehadagali PS,2023,20
Vijayanagara,Hosahalli PS,2016,51
Vijayanagara,Hosahalli PS,2017,43
Vijayanagara,Hosahalli PS,2018,33
Vijayanagara,Hosahalli PS,2019,41
Vijayanagara,Hosahalli PS,2020,44
Vijayanagara,Hosahalli PS,2021,46
Vijayanagara,Hosahalli PS,2022,71
Vijayanagara,Hosahalli PS,2023,53
Vijayanagara,Hospet Rural PS,2016,13
Vijayanagara,Hospet Rural PS,2017,11
Vijayanagara,Hospet Rural PS,2018,21
Vijayanagara,Hospet Rural PS,2019,11
Vijayanagara,Hospet Rural PS,2020,10
Vijayanagara,Hospet Rural PS,2021,3
Vijayanagara,Hospet Rural PS,2022,45
Vijayanagara,Hospet Rural PS,2023,31
Vijayanagara,Hospet Town PS,2021,1
Vijayanagara,Hospet Traffic PS,2016,52
Vijayanagara,Hospet Traffic PS,2017,49
Vijayanagara,Hospet Traffic PS,2018,69
Vijayanagara,Hospet Traffic PS,2019,77
Vijayanagara,Hospet Traffic PS,2020,67
Vijayanagara,Hospet Traffic PS,2021,58
Vijayanagara,Hospet Traffic PS,2022,55
Vijayanagara,Hospet Traffic PS,2023,74
Vijayanagara,Ittigi PS,2016,11
Vijayanagara,Ittigi PS,2017,16
Vijayanagara,Ittigi PS,2018,11
Vijayanagara,Ittigi PS,2019,20
Vijayanagara,Ittigi PS,2020,25
Vijayanagara,Ittigi PS,2021,33
Vijayanagara,Ittigi PS,2022,24
Vijayanagara,Ittigi PS,2023,13
Vijayanagara,Kamalapur PS,2016,20
Vijayanagara,Kamalapur PS,2017,24
Vijayanagara,Kamalapur PS,2018,28
Vijayanagara,Kamalapur PS,2019,14
Vijayanagara,Kamalapur PS,2020,14
Vijayanagara,Kamalapur PS,2021,11
Vijayanagara,Kamalapur PS,2022,18
Vijayanagara,Kamalapur PS,2023,23
Vijayanagara,Kottur PS,2016,28
Vijayanagara,Kottur PS,2017,32
Vijayanagara,Kottur PS,2018,29
Vijayanagara,Kottur PS,2019,28
Vijayanagara,Kottur PS,2020,24
Vijayanagara,Kottur PS,2021,30
Vijayanagara,Kottur PS,2022,25
Vijayanagara,Kottur PS,2023,35
Vijayanagara,Kudligi PS,2016,65
Vijayanagara,Kudligi PS,2017,48
Vijayanagara,Kudligi PS,2018,45
Vijayanagara,Kudligi PS,2019,56
Vijayanagara,Kudligi PS,2020,78
Vijayanagara,Kudligi PS,2021,82
Vijayanagara,Kudligi PS,2022,68
Vijayanagara,Kudligi PS,2023,57
Vijayanagara,Mariyammanahalli PS,2016,49
Vijayanagara,Mariyammanahalli PS,2017,41
Vijayanagara,Mariyammanahalli PS,2018,34
Vijayanagara,Mariyammanahalli PS,2019,77
Vijayanagara,Mariyammanahalli PS,2020,57
Vijayanagara,Mariyammanahalli PS,2021,65
Vijayanagara,Mariyammanahalli PS,2022,61
Vijayanagara,Mariyammanahalli PS,2023,47
Vijayanagara,T.B. Dam PS,2016,5
Vijayanagara,T.B. Dam PS,2017,5
Vijayanagara,T.B. Halli PS,2016,14
Vijayanagara,T.B. Halli PS,2017,4
Vijayanagara,T.B. Halli PS,2018,8
Vijayanagara,T.B. Halli PS,2019,7
Vijayanagara,T.B. Halli PS,2020,3
Vijayanagara,T.B. Halli PS,2021,3
Vijayanagara,T.B. Halli PS,2022,8
Vijayanagara,T.B. Halli PS,2023,2
Vijayapur,Alamatti PS,2017,1
Vijayapur,Alamatti PS,2018,1
Vijayapur,Alamatti PS,2019,1
Vijayapur,Alamatti PS,2021,1
Vijayapur,Alamatti PS,2023,2
Vijayapur,Almel PS,2016,19
Vijayapur,Almel PS,2017,27
Vijayapur,Almel PS,2018,17
Vijayapur,Almel PS,2019,7
Vijayapur,Almel PS,2020,15
Vijayapur,Almel PS,2021,14
Vijayapur,Almel PS,2022,10
Vijayapur,Almel PS,2023,18
Vijayapur,Babaleshwar PS,2016,56
Vijayapur,Babaleshwar PS,2017,45
Vijayapur,Babaleshwar PS,2018,58
Vijayapur,Babaleshwar PS,2019,45
Vijayapur,Babaleshwar PS,2020,54
Vijayapur,Babaleshwar PS,2021,54
Vijayapur,Babaleshwar PS,2022,58
Vijayapur,Babaleshwar PS,2023,64
Vijayapur,Basavan Bagewadi PS,2016,89
Vijayapur,Basavan Bagewadi PS,2017,75
Vijayapur,Basavan Bagewadi PS,2018,70
Vijayapur,Basavan Bagewadi PS,2019,69
Vijayapur,Basavan Bagewadi PS,2020,46
Vijayapur,Basavan Bagewadi PS,2021,48
Vijayapur,Basavan Bagewadi PS,2022,52
Vijayapur,Basavan Bagewadi PS,2023,60
Vijayapur,Chadachan PS,2016,35
Vijayapur,Chadachan PS,2017,28
Vijayapur,Chadachan PS,2018,19
Vijayapur,Chadachan PS,2019,13
Vijayapur,Chadachan PS,2020,22
Vijayapur,Chadachan PS,2021,18
Vijayapur,Chadachan PS,2022,18
Vijayapur,Chadachan PS,2023,23
Vijayapur,Devara Hipparagi PS,2016,23
Vijayapur,Devara Hipparagi PS,2017,21
Vijayapur,Devara Hipparagi PS,2018,30
Vijayapur,Devara Hipparagi PS,2019,18
Vijayapur,Devara Hipparagi PS,2020,39
Vijayapur,Devara Hipparagi PS,2021,35
Vijayapur,Devara Hipparagi PS,2022,23
Vijayapur,Devara Hipparagi PS,2023,37
Vijayapur,Hortti PS,2016,57
Vijayapur,Hortti PS,2017,48
Vijayapur,Hortti PS,2018,46
Vijayapur,Hortti PS,2019,40
Vijayapur,Hortti PS,2020,28
Vijayapur,Hortti PS,2021,27
Vijayapur,Hortti PS,2022,37
Vijayapur,Hortti PS,2023,29
Vijayapur,Indi PS,2016,35
Vijayapur,Indi PS,2017,22
Vijayapur,Indi PS,2018,19
Vijayapur,Indi PS,2019,13
Vijayapur,Indi PS,2020,12
Vijayapur,Indi PS,2021,10
Vijayapur,Indi PS,2022,14
Vijayapur,Indi PS,2023,9
Vijayapur,Indi Rural PS,2017,23
Vijayapur,Indi Rural PS,2018,37
Vijayapur,Indi Rural PS,2019,31
Vijayapur,Indi Rural PS,2020,39
Vijayapur,Indi Rural PS,2021,32
Vijayapur,Indi Rural PS,2022,21
Vijayapur,Indi Rural PS,2023,23
Vijayapur,Kalkeri PS,2016,3
Vijayapur,Kalkeri PS,2017,10
Vijayapur,Kalkeri PS,2018,9
Vijayapur,Kalkeri PS,2019,11
Vijayapur,Kalkeri PS,2020,9
Vijayapur,Kalkeri PS,2021,8
Vijayapur,Kalkeri PS,2022,12
Vijayapur,Kalkeri PS,2023,7
Vijayapur,Kolhar PS,2016,50
Vijayapur,Kolhar PS,2017,45
Vijayapur,Kolhar PS,2018,38
Vijayapur,Kolhar PS,2019,17
Vijayapur,Kolhar PS,2020,44
Vijayapur,Kolhar PS,2021,50
Vijayapur,Kolhar PS,2022,64
Vijayapur,Kolhar PS,2023,40
Vijayapur,Kudagi PS,2019,16
Vijayapur,Kudagi PS,2020,20
Vijayapur,Kudagi PS,2021,21
Vijayapur,Kudagi PS,2022,22
Vijayapur,Kudagi PS,2023,21
Vijayapur,Managuli PS,2016,62
Vijayapur,Managuli PS,2017,53
Vijayapur,Managuli PS,2018,43
Vijayapur,Managuli PS,2019,28
Vijayapur,Managuli PS,2020,36
Vijayapur,Managuli PS,2021,52
Vijayapur,Managuli PS,2022,41
Vijayapur,Managuli PS,2023,30
Vijayapur,Muddebihal PS,2016,55
Vijayapur,Muddebihal PS,2017,50
Vijayapur,Muddebihal PS,2018,36
Vijayapur,Muddebihal PS,2019,48
Vijayapur,Muddebihal PS,2020,47
Vijayapur,Muddebihal PS,2021,44
Vijayapur,Muddebihal PS,2022,68
Vijayapur,Muddebihal PS,2023,50
Vijayapur,Nidagundi PS,2016,63
Vijayapur,Nidagundi PS,2017,43
Vijayapur,Nidagundi PS,2018,58
Vijayapur,Nidagundi PS,2019,44
Vijayapur,Nidagundi PS,2020,41
Vijayapur,Nidagundi PS,2021,52
Vijayapur,Nidagundi PS,2022,35
Vijayapur,Nidagundi PS,2023,43
Vijayapur,Sindagi PS,2016,61
Vijayapur,Sindagi PS,2017,63
Vijayapur,Sindagi PS,2018,70
Vijayapur,Sindagi PS,2019,59
Vijayapur,Sindagi PS,2020,72
Vijayapur,Sindagi PS,2021,72
Vijayapur,Sindagi PS,2022,77
Vijayapur,Sindagi PS,2023,71
Vijayapur,Talikot PS,2016,38
Vijayapur,Talikot PS,2017,39
Vijayapur,Talikot PS,2018,46
Vijayapur,Talikot PS,2019,31
Vijayapur,Talikot PS,2020,36
Vijayapur,Talikot PS,2021,44
Vijayapur,Talikot PS,2022,41
Vijayapur,Talikot PS,2023,49
Vijayapur,Tikota PS,2016,53
Vijayapur,Tikota PS,2017,32
Vijayapur,Tikota PS,2018,43
Vijayapur,Tikota PS,2019,38
Vijayapur,Tikota PS,2020,41
Vijayapur,Tikota PS,2021,47
Vijayapur,Tikota PS,2022,34
Vijayapur,Tikota PS,2023,25
Vijayapur,Vijayapura Rural PS,2016,51
Vijayapur,Vijayapura Rural PS,2017,83
Vijayapur,Vijayapura Rural PS,2018,116
Vijayapur,Vijayapura Rural PS,2019,111
Vijayapur,Vijayapura Rural PS,2020,105
Vijayapur,Vijayapura Rural PS,2021,111
Vijayapur,Vijayapura Rural PS,2022,97
Vijayapur,Vijayapura Rural PS,2023,102
Vijayapur,Vijayapura Traffic PS,2016,191
Vijayapur,Vijayapura Traffic PS,2017,201
Vijayapur,Vijayapura Traffic PS,2018,176
Vijayapur,Vijayapura Traffic PS,2019,156
Vijayapur,Vijayapura Traffic PS,2020,116
Vijayapur,Vijayapura Traffic PS,2021,128
Vijayapur,Vijayapura Traffic PS,2022,140
Vijayapur,Vijayapura Traffic PS,2023,183
Vijayapur,Zalaki PS,2016,59
Vijayapur,Zalaki PS,2017,38
Vijayapur,Zalaki PS,2018,46
Vijayapur,Zalaki PS,2019,46
Vijayapur,Zalaki PS,2020,26
Vijayapur,Zalaki PS,2021,24
Vijayapur,Zalaki PS,2022,36
Vijayapur,Zalaki PS,2023,34
Yadgir,Bheemarayanagudi PS,2016,24
Yadgir,Bheemarayanagudi PS,2017,22
Yadgir,Bheemarayanagudi PS,2018,20
Yadgir,Bheemarayanagudi PS,2019,37
Yadgir,Bheemarayanagudi PS,2020,22
Yadgir,Bheemarayanagudi PS,2021,18
Yadgir,Bheemarayanagudi PS,2022,25
Yadgir,Bheemarayanagudi PS,2023,32
Yadgir,Gogi PS,2016,15
Yadgir,Gogi PS,2017,13
Yadgir,Gogi PS,2018,17
Yadgir,Gogi PS,2019,28
Yadgir,Gogi PS,2020,14
Yadgir,Gogi PS,2021,20
Yadgir,Gogi PS,2022,16
Yadgir,Gogi PS,2023,17
Yadgir,Gurumitkal PS,2016,28
Yadgir,Gurumitkal PS,2017,13
Yadgir,Gurumitkal PS,2018,26
Yadgir,Gurumitkal PS,2019,28
Yadgir,Gurumitkal PS,2020,49
Yadgir,Gurumitkal PS,2021,38
Yadgir,Gurumitkal PS,2022,33
Yadgir,Gurumitkal PS,2023,27
Yadgir,Hunasagi PS,2016,10
Yadgir,Hunasagi PS,2017,16
Yadgir,Hunasagi PS,2018,27
Yadgir,Hunasagi PS,2019,17
Yadgir,Hunasagi PS,2020,27
Yadgir,Hunasagi PS,2021,28
Yadgir,Hunasagi PS,2022,34
Yadgir,Hunasagi PS,2023,33
Yadgir,Kembhavi PS,2016,11
Yadgir,Kembhavi PS,2017,26
Yadgir,Kembhavi PS,2018,36
Yadgir,Kembhavi PS,2019,23
Yadgir,Kembhavi PS,2020,19
Yadgir,Kembhavi PS,2021,27
Yadgir,Kembhavi PS,2022,31
